PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31160269","The gut microbiome and epilepsy","Dahlin M, Prast-Nielsen S.","EBioMedicine. 2019 Jun;44:741-746. doi: 10.1016/j.ebiom.2019.05.024. Epub 2019 May 31.","Dahlin M","EBioMedicine","2019","2019/06/05","PMC6604367","","10.1016/j.ebiom.2019.05.024"
"32330749","Human gut microbiome composition and tryptophan metabolites were changed differently by fast food and Mediterranean diet in 4 days: a pilot study","Zhu C, Sawrey-Kubicek L, Beals E, Rhodes CH, Houts HE, Sacchi R, Zivkovic AM.","Nutr Res. 2020 Mar 26;77:62-72. doi: 10.1016/j.nutres.2020.03.005. Online ahead of print.","Zhu C","Nutr Res","2020","2020/04/25","","","10.1016/j.nutres.2020.03.005"
"32084608","Molecular epidemiology of multidrug-resistant Acinetobacter baumannii isolates from hospitals in Myanmar","Tada T, Uchida H, Hishinuma T, Watanabe S, Tohya M, Kuwahara-Arai K, Mya S, Zan KN, Kirikae T, Tin HH.","J Glob Antimicrob Resist. 2020 Feb 18:S2213-7165(20)30040-0. doi: 10.1016/j.jgar.2020.02.011. Online ahead of print.","Tada T","J Glob Antimicrob Resist","2020","2020/02/22","","","10.1016/j.jgar.2020.02.011"
"31717640","Bacterial Diversity of Diabetic Foot Ulcers: Current Status and Future Prospectives","Sadeghpour Heravi F, Zakrzewski M, Vickery K, G Armstrong D, Hu H.","J Clin Med. 2019 Nov 10;8(11):1935. doi: 10.3390/jcm8111935.","Sadeghpour Heravi F","J Clin Med","2019","2019/11/14","PMC6912738","","10.3390/jcm8111935"
"32384089","Microbiome profile associated with malignant pleural effusion","Shojaee S, Sharma A, Gottel N, Sanchez T, Gilbert JA, Rahman NM.","PLoS One. 2020 May 8;15(5):e0232181. doi: 10.1371/journal.pone.0232181. eCollection 2020.","Shojaee S","PLoS One","2020","2020/05/09","PMC7209204","","10.1371/journal.pone.0232181"
"31986325","Topical ozone therapy restores microbiome diversity in atopic dermatitis","Zeng J, Dou J, Gao L, Xiang Y, Huang J, Ding S, Chen J, Zeng Q, Luo Z, Tan W, Lu J.","Int Immunopharmacol. 2020 Mar;80:106191. doi: 10.1016/j.intimp.2020.106191. Epub 2020 Jan 24.","Zeng J","Int Immunopharmacol","2020","2020/01/28","","","10.1016/j.intimp.2020.106191"
"29449838","The Divergence in Bacterial Components Associated with Bactrocera dorsalis across Developmental Stages","Zhao X, Zhang X, Chen Z, Wang Z, Lu Y, Cheng D.","Front Microbiol. 2018 Feb 1;9:114. doi: 10.3389/fmicb.2018.00114. eCollection 2018.","Zhao X","Front Microbiol","2018","2018/02/17","PMC5799270","","10.3389/fmicb.2018.00114"
"29409589","Intestinal Microbial Community Differs between Acute Pancreatitis Patients and Healthy Volunteers","Zhang XM, Zhang ZY, Zhang CH, Wu J, Wang YX, Zhang GX.","Biomed Environ Sci. 2018 Jan;31(1):81-86. doi: 10.3967/bes2018.010.","Zhang XM","Biomed Environ Sci","2018","2018/02/08","","","10.3967/bes2018.010"
"32064275","Changes in Intestinal Microbiota Are Associated with Islet Function in a Mouse Model of Dietary Vitamin A Deficiency","Zhou Y, Zhou J, Zhang Y, Tang J, Sun B, Xu W, Wang X, Chen Y, Sun Z.","J Diabetes Res. 2020 Jan 21;2020:2354108. doi: 10.1155/2020/2354108. eCollection 2020.","Zhou Y","J Diabetes Res","2020","2020/02/18","PMC6996671","","10.1155/2020/2354108"
"32064276","Enterotype Bacteroides Is Associated with a High Risk in Patients with Diabetes: A Pilot Study","Wang J, Li W, Wang C, Wang L, He T, Hu H, Song J, Cui C, Qiao J, Qing L, Li L, Zang N, Wang K, Wu C, Qi L, Ma A, Zheng H, Hou X, Liu F, Chen L.","J Diabetes Res. 2020 Jan 22;2020:6047145. doi: 10.1155/2020/6047145. eCollection 2020.","Wang J","J Diabetes Res","2020","2020/02/18","PMC6996672","","10.1155/2020/6047145"
"30631312","Microbiomes of the Enteropneust, Saccoglossus bromophenolosus, and Associated Marine Intertidal Sediments of Cod Cove, Maine","King GM.","Front Microbiol. 2018 Dec 14;9:3066. doi: 10.3389/fmicb.2018.03066. eCollection 2018.","King GM","Front Microbiol","2018","2019/01/12","PMC6315191","","10.3389/fmicb.2018.03066"
"31728192","Efficacy of medium-chain fatty acid salts distilled from coconut oil against two enteric pathogen challenges in weanling piglets","López-Colom P, Castillejos L, Rodríguez-Sorrento A, Puyalto M, Mallo JJ, Martín-Orúe SM.","J Anim Sci Biotechnol. 2019 Nov 9;10:89. doi: 10.1186/s40104-019-0393-y. eCollection 2019.","López-Colom P","J Anim Sci Biotechnol","2019","2019/11/16","PMC6842466","","10.1186/s40104-019-0393-y"
"31555223","Association Between Impaired Vα7.2+CD161++CD8+ (MAIT) and Vα7.2+CD161-CD8+ T-Cell Populations and Gut Dysbiosis in Chronically HIV- and/or HCV-Infected Patients","Merlini E, Cerrone M, van Wilgenburg B, Swadling L, Cannizzo ES, d'Arminio Monforte A, Klenerman P, Marchetti G.","Front Microbiol. 2019 Aug 28;10:1972. doi: 10.3389/fmicb.2019.01972. eCollection 2019.","Merlini E","Front Microbiol","2019","2019/09/27","PMC6722213","","10.3389/fmicb.2019.01972"
"31888483","Primary progressive multiple sclerosis in a Russian cohort: relationship with gut bacterial diversity","Kozhieva M, Naumova N, Alikina T, Boyko A, Vlassov V, Kabilov MR.","BMC Microbiol. 2019 Dec 30;19(1):309. doi: 10.1186/s12866-019-1685-2.","Kozhieva M","BMC Microbiol","2019","2020/01/01","PMC6937728","","10.1186/s12866-019-1685-2"
"31882580","Significant effect of HIV/HAART on oral microbiota using multivariate analysis","Griffen AL, Thompson ZA, Beall CJ, Lilly EA, Granada C, Treas KD, DuBois KR 3rd, Hashmi SB, Mukherjee C, Gilliland AE, Vazquez JA, Hagensee ME, Leys EJ, Fidel PL Jr.","Sci Rep. 2019 Dec 27;9(1):19946. doi: 10.1038/s41598-019-55703-9.","Griffen AL","Sci Rep","2019","2019/12/29","PMC6934577","","10.1038/s41598-019-55703-9"
"32478081","Effects of Dietary Fat Profile on Gut Microbiota in Valproate Animal Model of Autism","Wang JP, Xu YC, Hou JQ, Li JY, Xing J, Yang BX, Zhang ZH, Zhang BL, Li HH, Li P.","Front Med (Lausanne). 2020 May 12;7:151. doi: 10.3389/fmed.2020.00151. eCollection 2020.","Wang JP","Front Med (Lausanne)","2020","2020/06/02","PMC7235405","","10.3389/fmed.2020.00151"
"29900345","Data on the gut and saliva microbiota from a cohort of atherosclerosis patients determined by 16S rRNA gene sequencing","Gloor GB, Wong RG, Allen-Vercoe E, Dinculescu V, Pignanelli M, Bogiatzi C, Reid G, Spence JD.","Data Brief. 2018 May 11;19:481-485. doi: 10.1016/j.dib.2018.05.032. eCollection 2018 Aug.","Gloor GB","Data Brief","2018","2018/06/15","PMC5997836","","10.1016/j.dib.2018.05.032"
"30495980","Bacterial diversity in the waterholes of the Kruger National Park: an eDNA metabarcoding approach (1)","Farrell MJ, Govender D, Hajibabaei M, van der Bank M, Davies TJ.","Genome. 2019 Mar;62(3):229-242. doi: 10.1139/gen-2018-0064. Epub 2018 Nov 29.","Farrell MJ","Genome","2019","2018/11/30","","","10.1139/gen-2018-0064"
"29339821","Cigarette smoking is associated with an altered vaginal tract metabolomic profile","Nelson TM, Borgogna JC, Michalek RD, Roberts DW, Rath JM, Glover ED, Ravel J, Shardell MD, Yeoman CJ, Brotman RM.","Sci Rep. 2018 Jan 16;8(1):852. doi: 10.1038/s41598-017-14943-3.","Nelson TM","Sci Rep","2018","2018/01/18","PMC5770521","","10.1038/s41598-017-14943-3"
"32438679","Donated Human Milk as a Determinant Factor for the Gut Bifidobacterial Ecology in Premature Babies","Arboleya S, Saturio S, Suárez M, Fernández N, Mancabelli L, de Los Reyes-Gavilán CG, Ventura M, Solís G, Gueimonde M.","Microorganisms. 2020 May 19;8(5):E760. doi: 10.3390/microorganisms8050760.","Arboleya S","Microorganisms","2020","2020/05/23","","","10.3390/microorganisms8050760"
"31456792","Insight Into the Microbial Co-occurrence and Diversity of 73 Grapevine (Vitis vinifera) Crown Galls Collected Across the Northern Hemisphere","Gan HM, Szegedi E, Fersi R, Chebil S, Kovács L, Kawaguchi A, Hudson AO, Burr TJ, Savka MA.","Front Microbiol. 2019 Aug 13;10:1896. doi: 10.3389/fmicb.2019.01896. eCollection 2019.","Gan HM","Front Microbiol","2019","2019/08/29","PMC6700373","","10.3389/fmicb.2019.01896"
"31963239","Trimethylamine-N-Oxide Postprandial Response in Plasma and Urine Is Lower After Fermented Compared to Non-Fermented Dairy Consumption in Healthy Adults","Burton KJ, Krüger R, Scherz V, Münger LH, Picone G, Vionnet N, Bertelli C, Greub G, Capozzi F, Vergères G.","Nutrients. 2020 Jan 16;12(1):234. doi: 10.3390/nu12010234.","Burton KJ","Nutrients","2020","2020/01/23","PMC7019705","","10.3390/nu12010234"
"31909811","Provision of Lipid-Based Nutrient Supplements to Mothers During Pregnancy and 6 Months Postpartum and to Their Infants from 6 to 18 Months Promotes Infant Gut Microbiota Diversity at 18 Months of Age but Not Microbiota Maturation in a Rural Malawian Setting: Secondary Outcomes of a Randomized Trial","Kamng'ona AW, Young R, Arnold CD, Patson N, Jorgensen JM, Kortekangas E, Chaima D, Malamba C, Ashorn U, Cheung YB, Ashorn P, Maleta K, Dewey KG.","J Nutr. 2020 Apr 1;150(4):918-928. doi: 10.1093/jn/nxz298.","Kamng'ona AW","J Nutr","2020","2020/01/08","PMC7138685","","10.1093/jn/nxz298"
"30352962","Cetobacterium Is a Major Component of the Microbiome of Giant Amazonian Fish (Arapaima gigas) in Ecuador","Ramírez C, Coronado J, Silva A, Romero J.","Animals (Basel). 2018 Oct 24;8(11):189. doi: 10.3390/ani8110189.","Ramírez C","Animals (Basel)","2018","2018/10/25","PMC6262583","","10.3390/ani8110189"
"30042738","Respiratory Microbiome Profiling for Etiologic Diagnosis of Pneumonia in Mechanically Ventilated Patients","Kitsios GD, Fitch A, Manatakis DV, Rapport SF, Li K, Qin S, Huwe J, Zhang Y, Doi Y, Evankovich J, Bain W, Lee JS, Methé B, Benos PV, Morris A, McVerry BJ.","Front Microbiol. 2018 Jul 10;9:1413. doi: 10.3389/fmicb.2018.01413. eCollection 2018.","Kitsios GD","Front Microbiol","2018","2018/07/26","PMC6048198","","10.3389/fmicb.2018.01413"
"31233075","The Association between Objectively Measured Physical Activity and the Gut Microbiome among Older Community Dwelling Men","Langsetmo L, Johnson A, Demmer RT, Fino N, Orwoll ES, Ensrud KE, Hoffman AR, Cauley JA, Shmagel A, Meyer K, Shikany JM.","J Nutr Health Aging. 2019;23(6):538-546. doi: 10.1007/s12603-019-1194-x.","Langsetmo L","J Nutr Health Aging","2019","2019/06/25","PMC6618308","NIHMS1039313","10.1007/s12603-019-1194-x"
"30608907","Serotonin and tryptophan metabolites, autoantibodies and gut microbiome in APECED","Naskali E, Dettmer K, Oefner PJ, Pereira PAB, Krohn K, Auvinen P, Ranki A, Kluger N.","Endocr Connect. 2019 Jan 1;8(1):69-77. doi: 10.1530/EC-18-0513.","Naskali E","Endocr Connect","2019","2019/01/05","PMC6365670","","10.1530/EC-18-0513"
"32020012","Culture dependent and independent analyses suggest a low level of sharing of endospore-forming species between mothers and their children","Avershina E, Larsen MG, Aspholm M, Lindback T, Storrø O, Øien T, Johnsen R, Rudi K.","Sci Rep. 2020 Feb 4;10(1):1832. doi: 10.1038/s41598-020-58858-y.","Avershina E","Sci Rep","2020","2020/02/06","PMC7000398","","10.1038/s41598-020-58858-y"
"32499276","Acute appendicitis is associated with appendiceal microbiome changes including elevated Campylobacter jejuni levels","Oh SJ, Pimentel M, Leite GGS, Celly S, Villanueva-Millan MJ, Lacsina I, Chuang B, Parodi G, Morales W, Weitsman S, Singer-Englar T, Barlow GM, Zhai J, Pichestshote N, Rezaie A, Mathur R, Pimentel M.","BMJ Open Gastroenterol. 2020 Jun;7(1):e000412. doi: 10.1136/bmjgast-2020-000412.","Oh SJ","BMJ Open Gastroenterol","2020","2020/06/06","","","10.1136/bmjgast-2020-000412"
"32076035","Nanopore sequencing of microbial communities reveals the potential role of sea lice as a reservoir for fish pathogens","Gonçalves AT, Collipal-Matamal R, Valenzuela-Muñoz V, Nuñez-Acuña G, Valenzuela-Miranda D, Gallardo-Escárate C.","Sci Rep. 2020 Feb 19;10(1):2895. doi: 10.1038/s41598-020-59747-0.","Gonçalves AT","Sci Rep","2020","2020/02/21","PMC7031262","","10.1038/s41598-020-59747-0"
"30319558","Beef, Casein, and Soy Proteins Differentially Affect Lipid Metabolism, Triglycerides Accumulation and Gut Microbiota of High-Fat Diet-Fed C57BL/6J Mice","Ijaz MU, Ahmed MI, Zou X, Hussain M, Zhang M, Zhao F, Xu X, Zhou G, Li C.","Front Microbiol. 2018 Sep 24;9:2200. doi: 10.3389/fmicb.2018.02200. eCollection 2018.","Ijaz MU","Front Microbiol","2018","2018/10/16","PMC6165900","","10.3389/fmicb.2018.02200"
"29707542","Effects of the Brown Seaweed Laminaria japonica Supplementation on Serum Concentrations of IgG, Triglycerides, and Cholesterol, and Intestinal Microbiota Composition in Rats","Kim JY, Kwon YM, Kim IS, Kim JA, Yu DY, Adhikari B, Lee SS, Choi IS, Cho KK.","Front Nutr. 2018 Apr 12;5:23. doi: 10.3389/fnut.2018.00023. eCollection 2018.","Kim JY","Front Nutr","2018","2018/05/01","PMC5906548","","10.3389/fnut.2018.00023"
"31193060","Genome sequence and description of Coprococcus phoceensis gen. nov., sp. nov., a new bacterial genus isolated from the human left colon","Bonnet M, Ricaboni D, Mailhe M, Vitton V, Benezech A, Delerce J, Raoult D, Cassir N, Lascola B, Khelaifia S.","New Microbes New Infect. 2019 Apr 10;30:100548. doi: 10.1016/j.nmni.2019.100548. eCollection 2019 Jul.","Bonnet M","New Microbes New Infect","2019","2019/06/14","PMC6515130","","10.1016/j.nmni.2019.100548"
"30123705","Denoising the Denoisers: an independent evaluation of microbiome sequence error-correction approaches","Nearing JT, Douglas GM, Comeau AM, Langille MGI.","PeerJ. 2018 Aug 8;6:e5364. doi: 10.7717/peerj.5364. eCollection 2018.","Nearing JT","PeerJ","2018","2018/08/21","PMC6087418","","10.7717/peerj.5364"
"31143306","Characteristics of Gut Microbiota in Patients With Diabetes Determined by Data Mining Analysis of Terminal Restriction Fragment Length Polymorphisms","Nakamura Y, Nagai Y, Kobayashi T, Furukawa K, Oikawa Y, Shimada A, Tanaka Y.","J Clin Med Res. 2019 Jun;11(6):401-406. doi: 10.14740/jocmr3791. Epub 2019 May 10.","Nakamura Y","J Clin Med Res","2019","2019/05/31","PMC6522229","","10.14740/jocmr3791"
"32055151","High-throughput Sequencing-based Analysis of the Intestinal Microbiota of Broiler Chickens Fed Genetically Modified Rice Expressing Cry1Ac/Cry1Ab Chimeric Bacillus thuringiensis Protein","Lili G, Deng X, Minhong Z, Changlong S, Jinghai F, Fuping S, Fan L, Jie Z.","J Poult Sci. 2018;55(1):10-16. doi: 10.2141/jpsa.0170029. Epub 2017 Aug 25.","Lili G","J Poult Sci","2018","2020/02/15","PMC6756379","","10.2141/jpsa.0170029"
"31632369","Seasonal Changes in Gut Microbiota Diversity and Composition in the Greater Horseshoe Bat","Xiao G, Liu S, Xiao Y, Zhu Y, Zhao H, Li A, Li Z, Feng J.","Front Microbiol. 2019 Oct 1;10:2247. doi: 10.3389/fmicb.2019.02247. eCollection 2019.","Xiao G","Front Microbiol","2019","2019/10/22","PMC6779692","","10.3389/fmicb.2019.02247"
"31263569","Primer-free FISH probes from metagenomics/metatranscriptomics data permit the study of uncharacterised taxa in complex microbial communities","Tan SM, Yung PYM, Hutchinson PE, Xie C, Teo GH, Ismail MH, Drautz-Moses DI, Little PFR, Williams RBH, Cohen Y.","NPJ Biofilms Microbiomes. 2019 Jun 25;5:17. doi: 10.1038/s41522-019-0090-9. eCollection 2019.","Tan SM","NPJ Biofilms Microbiomes","2019","2019/07/03","PMC6592924","","10.1038/s41522-019-0090-9"
"29317709","Increased Abundance of Clostridium and Fusobacterium in Gastric Microbiota of Patients with Gastric Cancer in Taiwan","Hsieh YY, Tung SY, Pan HY, Yen CW, Xu HW, Lin YJ, Deng YF, Hsu WT, Wu CS, Li C.","Sci Rep. 2018 Jan 9;8(1):158. doi: 10.1038/s41598-017-18596-0.","Hsieh YY","Sci Rep","2018","2018/01/11","PMC5760541","","10.1038/s41598-017-18596-0"
"31507445","Effects of Dietary-SCFA on Microbial Protein Synthesis and Urinal Urea-N Excretion Are Related to Microbiota Diversity in Rumen","Lu Z, Shen H, Shen Z.","Front Physiol. 2019 Aug 22;10:1079. doi: 10.3389/fphys.2019.01079. eCollection 2019.","Lu Z","Front Physiol","2019","2019/09/12","PMC6714491","","10.3389/fphys.2019.01079"
"32175285","Alterations in Gut Microbiota of Gestational Diabetes Patients During the First Trimester of Pregnancy","Ma S, You Y, Huang L, Long S, Zhang J, Guo C, Zhang N, Wu X, Xiao Y, Tan H.","Front Cell Infect Microbiol. 2020 Feb 27;10:58. doi: 10.3389/fcimb.2020.00058. eCollection 2020.","Ma S","Front Cell Infect Microbiol","2020","2020/03/17","PMC7056672","","10.3389/fcimb.2020.00058"
"30873131","TLR4 May Be Involved in the Regulation of Colonic Mucosal Microbiota by Vitamin A","Xiao L, Chen B, Feng D, Yang T, Li T, Chen J.","Front Microbiol. 2019 Feb 22;10:268. doi: 10.3389/fmicb.2019.00268. eCollection 2019.","Xiao L","Front Microbiol","2019","2019/03/16","PMC6401601","","10.3389/fmicb.2019.00268"
"31380078","Taking insight into the gut microbiota of three spider species: No characteristic symbiont was found corresponding to the special feeding style of spiders","Hu G, Zhang L, Yun Y, Peng Y.","Ecol Evol. 2019 Jun 23;9(14):8146-8156. doi: 10.1002/ece3.5382. eCollection 2019 Jul.","Hu G","Ecol Evol","2019","2019/08/06","PMC6662400","","10.1002/ece3.5382"
"32426155","Effect of flavophospholipol on fecal microbiota in weaned pigs challenged with Salmonella Typhimurium","Nair S, Farzan A, Weese JS, Poljak Z, Friendship RM.","Porcine Health Manag. 2020 May 12;6:14. doi: 10.1186/s40813-020-00151-5. eCollection 2020.","Nair S","Porcine Health Manag","2020","2020/05/20","PMC7216395","","10.1186/s40813-020-00151-5"
"30519565","Nasal microbiota and symptom persistence in acute respiratory tract infections in infants","Neumann RP, Hilty M, Xu B, Usemann J, Korten I, Mika M, Müller L, Latzin P, Frey U.","ERJ Open Res. 2018 Dec 3;4(4):00066-2018. doi: 10.1183/23120541.00066-2018. eCollection 2018 Oct.","Neumann RP","ERJ Open Res","2018","2018/12/07","PMC6275129","","10.1183/23120541.00066-2018"
"30584306","Possible association of Firmicutes in the gut microbiota of patients with major depressive disorder","Huang Y, Shi X, Li Z, Shen Y, Shi X, Wang L, Li G, Yuan Y, Wang J, Zhang Y, Zhao L, Zhang M, Kang Y, Liang Y.","Neuropsychiatr Dis Treat. 2018 Dec 3;14:3329-3337. doi: 10.2147/NDT.S188340. eCollection 2018.","Huang Y","Neuropsychiatr Dis Treat","2018","2018/12/26","PMC6284853","","10.2147/NDT.S188340"
"31837260","Age-related changes in microbial composition and function in cynomolgus macaques","Duan J, Yin B, Li W, Chai T, Liang W, Huang Y, Tan X, Zheng P, Wu J, Li Y, Li Y, Zhou W, Xie P.","Aging (Albany NY). 2019 Dec 14;11(24):12080-12096. doi: 10.18632/aging.102541. Epub 2019 Dec 14.","Duan J","Aging (Albany NY)","2019","2019/12/15","PMC6949106","","10.18632/aging.102541"
"31572332","Efficacy of Fecal Sampling as a Gut Proxy in the Study of Chicken Gut Microbiota","Yan W, Sun C, Zheng J, Wen C, Ji C, Zhang D, Chen Y, Hou Z, Yang N.","Front Microbiol. 2019 Sep 13;10:2126. doi: 10.3389/fmicb.2019.02126. eCollection 2019.","Yan W","Front Microbiol","2019","2019/10/02","PMC6753641","","10.3389/fmicb.2019.02126"
"30967847","Diverse Environmental Microbiota as a Tool to Augment Biodiversity in Urban Landscaping Materials","Hui N, Grönroos M, Roslund MI, Parajuli A, Vari HK, Soininen L, Laitinen OH, Sinkkonen A; ADELE Research Group.","Front Microbiol. 2019 Mar 22;10:536. doi: 10.3389/fmicb.2019.00536. eCollection 2019.","Hui N","Front Microbiol","2019","2019/04/11","PMC6438878","","10.3389/fmicb.2019.00536"
"29487575","Long-Term Warming Shifts the Composition of Bacterial Communities in the Phyllosphere of Galium album in a Permanent Grassland Field-Experiment","Aydogan EL, Moser G, Müller C, Kämpfer P, Glaeser SP.","Front Microbiol. 2018 Feb 13;9:144. doi: 10.3389/fmicb.2018.00144. eCollection 2018.","Aydogan EL","Front Microbiol","2018","2018/03/01","PMC5816784","","10.3389/fmicb.2018.00144"
"31182732","Conjunctival dysbiosis in mucosa-associated lymphoid tissue lymphoma","Asao K, Hashida N, Ando S, Motooka D, Kurakami H, Nakamura S, Yamashita D, Maruyama K, Kawasaki S, Yamada T, Iida T, Nishida K.","Sci Rep. 2019 Jun 10;9(1):8424. doi: 10.1038/s41598-019-44861-5.","Asao K","Sci Rep","2019","2019/06/12","PMC6557838","","10.1038/s41598-019-44861-5"
